model_name,device,scale_factor,timestamp,lr_meta_file,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,p95_time_ms,p99_time_ms,fps,memory_increase_mb,gpu_memory_increase_mb,num_runs,batch_size,input_height,input_width,num_images_used,num_batches_used,using_real_images,device_type,platform,processor,cpu_count,ram_gb,python_version,torch_version,gpu_available,gpu_count
EDSR_128to256,cpu,2,1753501567.279278,dataset/128to256/val_lr_meta.txt,4424.5512063505885,30.720774404702343,4361.8058470019605,4464.917028002674,4434.0251549983805,4462.758681200648,4464.485358642269,0.22601162318218698,6.640625,0,20,1,128,128,100,100,True,cpu,Linux-6.14.0-24-generic-x86_64-with-glibc2.39,x86_64,16,31.05,3.12.3,2.7.1+cu126,False,0
