model_name,device,scale_factor,timestamp,lr_meta_file,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,p95_time_ms,p99_time_ms,fps,memory_increase_mb,gpu_memory_increase_mb,num_runs,batch_size,input_height,input_width,num_images_used,num_batches_used,using_real_images,device_type,platform,processor,cpu_count,ram_gb,python_version,torch_version,gpu_available,gpu_count
EDSR_256to512,cpu,2,1753502217.280271,dataset/256to512/val_lr_meta.txt,18875.837048850008,33.596819791973246,18833.586207001645,18986.554098999477,18869.96949600143,18916.988476550614,18972.640974509704,0.052977783046761574,34.28515625,0,20,1,256,256,100,100,True,cpu,Linux-6.14.0-24-generic-x86_64-with-glibc2.39,x86_64,16,31.05,3.12.3,2.7.1+cu126,False,0
