Model,Scale,Input_Size,Output_Size,Samples,psnr_mean,psnr_std,psnr_median,psnr_min,psnr_max,ssim_mean,ssim_std,ssim_median,ssim_min,ssim_max,ms_ssim_mean,ms_ssim_std,ms_ssim_median,ms_ssim_min,ms_ssim_max,mse_mean,mse_std,mse_median,mse_min,mse_max,perceptual_index_mean,perceptual_index_std,perceptual_index_median,perceptual_index_min,perceptual_index_max,kimianet_similarity_mean,kimianet_similarity_std,kimianet_similarity_median,kimianet_similarity_min,kimianet_similarity_max
128to256,×2,128px,256px,1000,24.38805374364805,3.2463452194013187,23.8784553398754,19.256280152487253,49.3420705440336,0.7624241183936131,0.05738904868668185,0.7640776859055582,0.5357343611971658,0.9943420130703928,0.7624241183936131,0.05738904868668185,0.7640776859055582,0.5357343611971658,0.9943420130703928,277.83057657921313,124.53657495212907,267.27630615234375,1.0255208015441897,771.5902709960938,57.31646151418984,34.46245160068449,50.97487258911133,0.1994762420654297,201.7128143310547,,,,,
256to512,×2,256px,512px,1000,27.373830840638472,3.402797626695179,26.874133599809568,23.270228640360592,48.55422434406967,0.8156283629549747,0.04857409760323741,0.8158389002383347,0.669040103557803,0.9932770971916994,0.8156283629549747,0.04857409760323741,0.8158389002383347,0.669040103557803,0.9932770971916994,141.80395060944556,64.32706509786594,133.87273406982422,0.8010005950927734,306.81060791015625,21.036348503798248,11.204359250608869,19.019909858703613,0.3449496924877167,90.3104248046875,,,,,
512to1024,×2,512px,1024px,1000,7.864115469732955,1.6220505615555032,7.929907036273085,1.9728489076015336,13.293646594629552,0.3257724524576498,0.11736739186704864,0.3080394697294965,0.1189323694987886,0.8730579032546116,,,,,,,,,,,,,,,,0.271855159714818,0.07226146289036137,0.25393024086952204,0.1629708111286163,0.7172315120697021
