model_name,psnr,ssim,ms_ssim,mse,perceptual_index,kimianet_similarity,scale_factor,input_resolution,mean_time_ms,fps
128to256,24.388053743648054,0.7624241183936131,0.7624241183936131,277.83057657921313,57.31646151418984,,2.0,128.0,4424.5512063505885,0.2260116231821869
256to512,27.373830840638472,0.8156283629549747,0.8156283629549747,141.80395060944556,21.036348503798248,,2.0,256.0,18875.837048850008,0.0529777830467615
512to1024,7.864115469732955,0.32577245245764974,,,,0.27185515971481794,2.0,512.0,76791.93103110047,0.0130222015070177
