model_name,psnr,ssim,ms_ssim,mse,perceptual_index,kimianet_similarity,scale_factor,input_resolution,mean_time_ms,fps
128to256,24.388053743648054,0.7624241183936131,0.7624241183936131,277.83057657921313,57.31646151418984,,2.0,128.0,19.888235849794,50.280980553152375
256to512,27.373830840638472,0.8156283629549747,0.8156283629549747,141.80395060944556,21.036348503798248,,2.0,256.0,89.5336101995781,11.168990033697002
512to1024,7.864115469732955,0.32577245245764974,,,,0.27185515971481794,2.0,512.0,384.80357480075327,2.598728456506123
