model_name,device,scale_factor,timestamp,lr_meta_file,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,p95_time_ms,p99_time_ms,fps,memory_increase_mb,gpu_memory_increase_mb,num_runs,batch_size,input_height,input_width,num_images_used,num_batches_used,using_real_images,device_type,platform,processor,cpu_count,ram_gb,python_version,torch_version,gpu_available,gpu_count
EDSR_512to1024,cpu,2,1753497523.4681995,dataset/512to1024/val_lr_meta.txt,76791.93103110047,3633.8039960965593,74724.36385499896,90902.40476100007,75597.55671600215,82783.83446070111,89278.69070094028,0.013022201507017757,72.14453125,0,20,1,512,512,100,100,True,cpu,Linux-6.14.0-24-generic-x86_64-with-glibc2.39,x86_64,16,31.05,3.12.3,2.7.1+cu126,False,0
